hour,OEE,availability,performance,quality,throughput,raw_inventory,wip,finished,energy_price,temp,humidity,voltage,available_workers,fatigue,maintenance,downtime,MTBF,shift
5047,0.7449948717442866,1.0,0.7744229436011294,0.9620000000000001,277,83.94730100629164,619,1353389,43.72,34.2,44.7,0.91,2,1.0,0,0,4973.8,0
5048,0.7447477161246292,1.0,0.774166025077577,0.9620000000000001,287,436.3569753656014,727,1353568,42.92,34.0,44.9,0.91,4,1.0,0,0,4974.8,1
5049,0.7445159132624546,1.0,0.7739250657613872,0.9620000000000001,279,268.95697536560135,843,1353731,42.06,31.9,46.6,0.91,4,1.0,0,0,4975.8,1
5050,0.7442477908173404,1.0,0.7736463522009774,0.9620000000000001,332,69.75697536560136,898,1354008,41.64,29.2,47.0,0.92,4,1.0,0,0,4976.8,1
5051,0.7439635890963017,1.0,0.7733509242165297,0.9620000000000001,315,296.15802979663374,926,1354295,41.45,27.9,48.0,0.91,4,1.0,0,0,4977.8,1
5052,0.7436160198717539,1.0,0.7729896256463137,0.9620000000000001,287,123.95802979663375,934,1354574,42.28,24.7,47.5,0.93,4,1.0,0,0,4978.8,1
5053,0.7432835684734505,1.0,0.7726440420721937,0.9620000000000001,302,334.92501334596574,904,1354906,42.48,23.0,49.8,0.93,4,1.0,0,0,4979.8,1
5054,0.7428687317254273,1.0,0.7722128188414005,0.9620000000000001,310,148.92501334596574,899,1355221,41.97,19.7,48.5,0.93,4,1.0,0,0,4980.8,1
5055,0.742417131993915,1.0,0.7717433804510551,0.9620000000000001,296,341.4645626681412,908,1355508,42.26,17.8,50.5,0.93,4,1.0,0,0,4981.8,1
5056,0.7419690939938324,1.0,0.7712776444842332,0.9620000000000001,271,178.8645626681412,877,1355810,42.51,16.0,50.2,0.92,2,1.5,0,0,4982.8,2
5057,0.7413851897662639,1.0,0.7706706754327067,0.9620000000000001,339,497.67581707510953,906,1356120,41.57,15.6,52.3,0.92,2,1.5,0,0,4983.8,2
5058,0.7407756895033529,1.0,0.7700370992758346,0.9620000000000001,347,289.47581707510955,957,1356416,41.52,15.5,52.0,0.92,2,1.5,0,0,4984.8,2
5059,0.7402511206486745,1.0,0.7694918094061065,0.9620000000000001,292,114.27581707510956,978,1356687,41.02,15.0,51.7,0.92,2,1.5,0,0,4985.8,2
5060,0.7396360946007547,1.0,0.7688524891899737,0.9620000000000001,303,242.74223894148312,942,1357026,41.0,16.2,52.7,0.92,2,1.5,0,0,4986.8,2
5061,0.7391345808960118,1.0,0.7683311651725694,0.9620000000000001,315,53.74223894148312,910,1357373,41.52,18.3,52.8,0.91,2,1.5,0,0,4987.8,2
5062,0.738655677788071,1.0,0.7678333448940446,0.9620000000000001,263,295.53273874726165,881,1357665,42.28,19.9,54.6,0.9,2,1.5,0,0,4988.8,2
5063,0.7382827733033166,1.0,0.7674457102945078,0.9620000000000001,327,99.33273874726166,905,1357968,41.5,22.8,54.3,0.91,2,1.5,0,0,4989.8,2
5064,0.7378705044979584,1.0,0.7670171564427842,0.9620000000000001,344,464.2526527988299,934,1358283,41.05,24.9,55.4,0.91,2,1.0,0,0,4990.8,0
5065,0.7375160117391635,1.0,0.7666486608515213,0.9620000000000001,303,282.45265279882994,974,1358546,41.5,27.4,55.1,0.91,2,1.0,0,0,4991.8,0
5066,0.7371910219838296,1.0,0.7663108336630244,0.9620000000000001,269,121.05265279882994,916,1358873,41.83,30.1,57.2,0.91,2,1.0,0,0,4992.8,0
5067,0.7368914099240269,1.0,0.7659993866154126,0.9620000000000001,261,545.1106704009068,833,1359217,41.81,31.5,57.0,0.92,2,1.0,0,0,4993.8,0
5068,0.7366116334717416,1.0,0.765708558702434,0.9620000000000001,346,337.51067040090675,876,1359520,41.82,34.3,56.5,0.93,2,1.0,0,0,4994.8,0
5069,0.7363756019557843,1.0,0.7654632036962414,0.9620000000000001,267,177.31067040090676,874,1359789,42.81,35.1,57.6,0.93,2,1.0,0,0,4995.8,0
5070,0.7361536818644219,1.0,0.765232517530584,0.9620000000000001,349,426.8236373080257,962,1360050,42.36,34.9,56.7,0.95,2,1.0,0,0,4996.8,0
5071,0.7359026657535342,1.0,0.7649715860223848,0.9620000000000001,355,213.8236373080257,971,1360396,42.77,34.6,58.3,0.95,2,1.0,0,0,4997.8,0
5072,0.7356713911886297,1.0,0.7647311758717563,0.9620000000000001,301,33.2236373080257,1005,1360663,42.16,33.1,58.4,0.96,4,1.0,0,0,4998.8,1
5073,0.7247115202386453,1.0,0.7644636289437186,0.9480000000000001,274,184.64058453865104,930,1361012,42.24,30.9,57.1,0.98,4,1.0,0,0,4999.8,1
5074,0.7244276916186022,1.0,0.7641642316651922,0.9480000000000001,361,565.5592110445527,936,1361367,43.18,30.3,58.4,0.99,4,1.0,0,0,5000.8,1
5075,0.7241505282424219,1.0,0.7638718652346221,0.9480000000000001,351,354.9592110445527,986,1361668,42.23,27.3,58.1,0.97,4,1.0,0,0,5001.8,1
5076,0.7238657428132572,1.0,0.7635714586637734,0.9480000000000001,326,159.35921104455272,1038,1361942,43.1,24.3,60.6,0.96,4,1.0,0,0,5002.8,1
5077,0.7235448248400089,1.0,0.763232937594946,0.9480000000000001,270,390.5968100895077,947,1362303,43.55,22.0,60.1,0.96,4,1.0,0,0,5003.8,1
5078,0.7231704116724479,1.0,0.7628379869962529,0.9480000000000001,341,185.9968100895077,937,1362654,44.26,18.7,58.4,0.95,4,1.0,0,0,5004.8,1
5079,0.7227142974809181,1.0,0.7623568538828249,0.9480000000000001,346,300.59033052142627,957,1362980,44.47,18.1,61.5,0.93,4,1.0,0,0,5005.8,1
5080,0.7222650708614249,1.0,0.7618829861407435,0.9480000000000001,296,122.99033052142627,983,1363250,44.9,16.9,59.8,0.94,2,1.5,0,0,5006.8,2
5081,0.7217738338626709,1.0,0.7613648036526064,0.9480000000000001,344,507.3949701688848,986,1363591,44.38,15.3,60.1,0.94,2,1.5,0,0,5007.8,2
5082,0.7212345960593333,1.0,0.7607959874043599,0.9480000000000001,264,348.99497016888483,904,1363937,43.44,15.0,61.3,0.94,2,1.5,0,0,5008.8,2
5083,0.7206869563104067,1.0,0.7602183083443108,0.9480000000000001,315,873.9192581298125,923,1364233,43.05,15.9,60.5,0.94,2,1.5,0,0,5009.8,2
5084,0.7201359967968505,1.0,0.759637127422838,0.9480000000000001,289,700.5192581298126,868,1364577,42.76,15.8,60.2,0.94,2,1.5,0,0,5010.8,2
5085,0.7195599363076034,1.0,0.7590294686789065,0.9480000000000001,272,537.3192581298126,876,1364841,42.52,17.6,60.3,0.92,2,1.5,0,0,5011.8,2
5086,0.7189983529933747,1.0,0.7584370812166399,0.9480000000000001,310,351.3192581298126,871,1365156,43.3,19.6,61.6,0.9,2,1.5,0,0,5012.8,2
5087,0.7185340788362076,1.0,0.7579473405445227,0.9480000000000001,286,179.71925812981263,868,1365445,42.85,22.5,60.1,0.91,2,1.5,0,0,5013.8,2
5088,0.7181298610790554,1.0,0.7575209505053326,0.9480000000000001,304,429.40306831317855,900,1365717,42.34,25.1,58.8,0.93,2,1.0,0,0,5014.8,0
5089,0.7178273935328353,1.0,0.7572018919122735,0.9480000000000001,286,257.8030683131785,876,1366027,41.95,27.7,60.6,0.93,2,1.0,0,0,5015.8,0
5090,0.71752456057369,1.0,0.7568824478625421,0.9480000000000001,329,60.40306831317852,919,1366313,42.78,30.2,59.7,0.94,2,1.0,0,0,5016.8,0
5091,0.7172197334981812,1.0,0.7565609003145372,0.9480000000000001,322,409.6381044835218,937,1366617,43.77,32.5,59.0,0.94,2,1.0,0,0,5017.8,0
5092,0.7169593002191802,1.0,0.7562861816658019,0.9480000000000001,351,199.03810448352178,1002,1366903,44.72,33.6,59.6,0.95,2,1.0,0,0,5018.8,0
5093,0.716685238967304,1.0,0.7559970875182531,0.9480000000000001,324,530.9597960760536,997,1367232,44.41,34.3,61.4,0.95,2,1.0,0,0,5019.8,0
5094,0.7164173515869993,1.0,0.7557145058934591,0.9480000000000001,305,347.95979607605364,980,1367554,45.01,34.6,58.0,0.96,2,1.0,0,0,5020.8,0
5095,0.716145819779407,1.0,0.7554280799360832,0.9480000000000001,285,176.95979607605364,914,1367905,45.46,34.0,58.8,0.95,2,1.0,0,0,5021.8,0
5096,0.715888876252274,1.0,0.7551570424602047,0.9480000000000001,271,445.11738621261907,861,1368229,45.24,33.3,58.0,0.95,4,1.0,0,0,5022.8,1
5097,0.715648222379315,1.0,0.7549031881638344,0.9480000000000001,280,277.11738621261907,836,1368534,45.32,31.5,56.7,0.95,4,1.0,0,0,5023.8,1
5098,0.7153674999244936,1.0,0.7546070674309003,0.9480000000000001,311,90.51738621261907,862,1368819,45.22,30.2,58.0,0.93,4,1.0,0,0,5024.8,1
5099,0.7150587912687062,1.0,0.7542814253889305,0.9480000000000001,307,300.9049675338277,898,1369090,45.97,27.9,56.4,0.93,4,1.0,0,0,5025.8,1
5100,0.714765372831656,1.0,0.7539719122696793,0.9480000000000001,254,148.50496753382768,872,1369370,45.22,24.5,55.5,0.92,4,1.0,0,0,5026.8,1
5101,0.7144334229941394,1.0,0.7536217542132271,0.9480000000000001,313,444.9625114326419,874,1369681,44.5,21.8,53.4,0.93,4,1.0,0,0,5027.8,1
5102,0.7140428060142177,1.0,0.7532097109854616,0.9480000000000001,257,290.76251143264193,824,1369988,44.93,20.6,54.0,0.92,4,1.0,0,0,5028.8,1
5103,0.7136662074773916,1.0,0.7528124551449278,0.9480000000000001,338,87.96251143264195,908,1370242,44.51,18.7,53.0,0.94,4,1.0,0,0,5029.8,1
5104,0.7132353169890326,1.0,0.7523579293133256,0.9480000000000001,328,348.1620008304949,923,1370555,44.93,16.2,52.7,0.94,2,1.5,0,0,5030.8,2
5105,0.712732421317927,1.0,0.7518274486476023,0.9480000000000001,275,183.1620008304949,941,1370812,45.91,15.6,53.3,0.94,2,1.5,0,0,5031.8,2
5106,0.7121584230516649,1.0,0.7512219652443722,0.9480000000000001,287,462.7949095818473,890,1371150,46.4,14.8,52.7,0.95,2,1.5,0,0,5032.8,2
5107,0.7115961120105595,1.0,0.750628810137721,0.9480000000000001,331,264.19490958184736,893,1371478,46.72,14.6,49.8,0.94,2,1.5,0,0,5033.8,2
5108,0.7110428692348856,1.0,0.7500452207119046,0.9480000000000001,348,55.39490958184737,966,1371753,46.48,17.0,51.9,0.95,2,1.5,0,0,5034.8,2
5109,0.7105735525141037,1.0,0.7495501608798562,0.9480000000000001,284,414.512633271209,963,1372040,46.62,17.0,50.1,0.94,2,1.5,0,0,5035.8,2
5110,0.7100646307762952,1.0,0.7490133236036869,0.9480000000000001,272,251.312633271209,904,1372371,45.89,20.1,50.1,0.94,2,1.5,0,0,5036.8,2
5111,0.7096246595489664,1.0,0.7485492189335088,0.9480000000000001,291,76.712633271209,847,1372719,46.42,22.7,50.4,0.93,2,1.5,0,0,5037.8,2
5112,0.7093045232650744,1.0,0.748211522431513,0.9480000000000001,319,360.3784488355881,882,1373003,45.72,24.3,47.8,0.92,2,1.0,0,0,5038.8,0
5113,0.7089586493874832,1.0,0.7478466765690751,0.9480000000000001,268,199.5784488355881,878,1373275,46.47,26.9,48.7,0.92,2,1.0,0,0,5039.8,0
5114,0.7086085501940053,1.0,0.7474773736223683,0.9480000000000001,289,358.6993737508461,876,1373566,47.45,29.7,47.2,0.93,2,1.0,0,0,5040.8,0
5115,0.7083295703355098,1.0,0.7471830910712128,0.9480000000000001,315,169.69937375084612,872,1373885,47.19,32.3,45.9,0.93,2,1.0,0,0,5041.8,0
5116,0.7081031000640573,1.0,0.7469441983798072,0.9480000000000001,256,371.8323471511038,860,1374153,46.45,33.7,46.2,0.92,2,1.0,0,0,5042.8,0
5117,0.7078469856550864,1.0,0.746674035501146,0.9480000000000001,306,188.23234715110382,877,1374442,46.52,34.3,43.9,0.93,2,1.0,0,0,5043.8,0
5118,0.7075885354567071,1.0,0.7464014087096066,0.9480000000000001,293,401.48259747613076,855,1374757,46.97,35.2,43.5,0.94,2,1.0,0,0,5044.8,0
5119,0.7073645143636779,1.0,0.7461650995397445,0.9480000000000001,315,212.48259747613076,914,1375013,47.05,35.1,44.1,0.94,2,1.0,0,0,5045.8,0
5120,0.707154891649507,1.0,0.7459439785332351,0.9480000000000001,342,7.282597476130775,950,1375319,47.27,34.3,42.5,0.95,4,1.0,0,0,5046.8,1
5121,0.7068807657400283,1.0,0.7456548161814645,0.9480000000000001,340,328.3322396629542,997,1375612,46.29,31.3,41.7,0.94,4,1.0,0,0,5047.8,1
5122,0.7066143544331357,1.0,0.7453737915961346,0.9480000000000001,280,160.33223966295418,962,1375927,46.82,30.8,42.5,0.93,4,1.0,0,0,5048.8,1
5123,0.706340409984992,1.0,0.7450848206592743,0.9480000000000001,331,275.0319836957185,951,1376269,47.51,26.8,40.9,0.93,4,1.0,0,0,5049.8,1
5124,0.7059796367330028,1.0,0.7447042581571759,0.9480000000000001,331,76.43198369571851,942,1376609,46.55,24.4,40.3,0.92,4,1.0,0,0,5050.8,1
5125,0.7056257929996155,1.0,0.744331005273856,0.9480000000000001,319,357.09194689255287,981,1376889,47.28,22.1,38.6,0.94,4,1.0,0,0,5051.8,1
5126,0.7052505632845766,1.0,0.7439351933381609,0.9480000000000001,321,164.49194689255287,971,1377220,46.66,19.5,38.7,0.96,4,1.0,0,0,5052.8,1
5127,0.7048365046838236,1.0,0.7434984226622612,0.9480000000000001,344,415.74607116745744,984,1377551,46.5,18.8,37.6,0.97,4,1.0,0,0,5053.8,1
5128,0.7043691457750854,1.0,0.7430054280327905,0.9480000000000001,289,242.34607116745744,954,1377870,45.71,17.1,38.5,0.97,2,1.5,0,0,5054.8,2
5129,0.7037942199023443,1.0,0.7423989661417133,0.9480000000000001,302,61.14607116745745,935,1378191,45.04,14.7,37.5,0.96,2,1.5,0,0,5055.8,2
5130,0.7032016340876632,1.0,0.7417738756198978,0.9480000000000001,344,312.16960634157135,935,1378535,44.14,15.1,37.0,0.96,2,1.5,0,0,5056.8,2
5131,0.7026939656986372,1.0,0.7412383604416004,0.9480000000000001,296,134.56960634157136,942,1378824,44.16,15.7,34.5,0.98,2,1.5,0,0,5057.8,2
5132,0.7022385293691615,1.0,0.7407579423725332,0.9480000000000001,286,345.99872051540126,926,1379126,43.88,17.0,34.9,0.99,2,1.5,0,0,5058.8,2
5133,0.7017602000031397,1.0,0.740253375530738,0.9480000000000001,320,153.99872051540126,902,1379470,44.51,17.2,33.0,0.98,2,1.5,0,0,5059.8,2
5134,0.7012692037534344,1.0,0.7397354469972937,0.9480000000000001,285,432.75089464053883,891,1379766,45.16,19.5,30.5,0.96,2,1.5,0,0,5060.8,2
5135,0.7007992129068551,1.0,0.7392396760620834,0.9480000000000001,347,224.55089464053884,952,1380052,44.27,22.2,32.0,0.96,2,1.5,0,0,5061.8,2
5136,0.7004119140722458,1.0,0.738831132987601,0.9480000000000001,280,56.55089464053884,912,1380372,43.72,25.3,30.0,0.95,2,1.0,0,0,5062.8,0
5137,0.7001066500393063,1.0,0.7385091245140362,0.9480000000000001,318,356.29526342557256,945,1380657,43.85,27.3,32.8,0.95,2,1.0,0,0,5063.8,0
5138,0.6998008769924685,1.0,0.7381865791059794,0.9480000000000001,310,170.29526342557256,908,1381004,43.04,30.1,28.4,0.94,2,1.0,0,0,5064.8,0
5139,0.6995166981507784,1.0,0.7378868123953358,0.9480000000000001,307,437.67908928535456,935,1381284,42.65,33.4,28.2,0.95,2,1.0,0,0,5065.8,0
5140,0.6992798779236139,1.0,0.7376370020291285,0.9480000000000001,306,254.07908928535457,923,1381602,43.14,33.5,28.3,0.94,2,1.0,0,0,5066.8,0
5141,0.6990281555753157,1.0,0.7373714721258604,0.9480000000000001,325,59.07908928535457,938,1381912,43.96,34.8,29.8,0.94,2,1.0,0,0,5067.8,0
5142,0.6988043306824377,1.0,0.7371353699181832,0.9480000000000001,272,465.7578175167186,903,1382219,44.84,35.4,26.9,0.93,2,1.0,0,0,5068.8,0
5143,0.698565278698703,1.0,0.7368832053783786,0.9480000000000001,302,284.5578175167186,899,1382525,45.74,35.0,29.1,0.94,2,1.0,0,0,5069.8,0
5144,0.6983079883634397,1.0,0.7366118020711389,0.9480000000000001,303,102.75781751671863,877,1382850,45.32,32.7,26.2,0.93,4,1.0,0,0,5070.8,1
5145,0.6980287023581635,1.0,0.7363171965803412,0.9480000000000001,297,324.7156759900344,902,1383122,45.38,31.6,24.6,0.93,4,1.0,0,0,5071.8,1
5146,0.6977674383830466,1.0,0.7360416016698803,0.9480000000000001,329,127.3156759900344,929,1383424,46.15,29.3,24.6,0.92,4,1.0,0,0,5072.8,1
5147,0.6974509710660721,1.0,0.735707775386152,0.9480000000000001,311,288.10313578576904,937,1383727,45.84,27.7,24.9,0.93,4,1.0,0,0,5073.8,1
5148,0.6971217768868577,1.0,0.735360524142255,0.9480000000000001,307,103.90313578576905,947,1384024,45.04,24.6,24.1,0.9,4,1.0,0,0,5074.8,1
5149,0.6967841377331225,1.0,0.7350043646973866,0.9480000000000001,265,379.1115818450239,883,1384353,44.72,22.7,25.3,0.9,4,1.0,0,0,5075.8,1
5150,0.6964124335599196,1.0,0.7346122716876788,0.9480000000000001,248,230.31158184502394,820,1384664,43.89,20.1,22.6,0.88,4,1.0,0,0,5076.8,1
5151,0.6959907277078758,1.0,0.7341674342910082,0.9480000000000001,279,62.91158184502393,792,1384971,42.94,19.0,21.6,0.89,4,1.0,0,0,5077.8,1
5152,0.6955311337119137,1.0,0.7336826304977991,0.9480000000000001,302,455.09969183705203,829,1385236,43.49,15.9,23.5,0.88,2,1.5,0,0,5078.8,2
5153,0.6950150105047017,1.0,0.7331381967349174,0.9480000000000001,279,287.699691837052,860,1385484,42.59,14.6,21.6,0.88,2,1.5,0,0,5079.8,2
5154,0.6944066806014284,1.0,0.7324964985247134,0.9480000000000001,242,142.499691837052,823,1385763,41.98,14.9,21.4,0.88,2,1.5,0,0,5080.8,2
5155,0.6938049776690659,1.0,0.7318617907901539,0.9480000000000001,234,508.3178880415845,755,1386065,42.47,15.5,20.1,0.88,2,1.5,0,0,5081.8,2
5156,0.6932498411610333,1.0,0.7312762037563642,0.9480000000000001,289,334.91788804158455,765,1386344,43.25,15.6,21.0,0.88,2,1.5,0,0,5082.8,2
5157,0.6926742341507768,1.0,0.7306690233657982,0.9480000000000001,256,181.31788804158455,779,1386586,42.88,18.5,20.3,0.88,2,1.5,0,0,5083.8,2
5158,0.6921791697803161,1.0,0.7301468035657342,0.9480000000000001,254,452.0505217284847,799,1386820,43.39,20.3,18.2,0.88,2,1.5,0,0,5084.8,2
5159,0.6917687076249803,1.0,0.729713826608629,0.9480000000000001,286,280.45052172848466,796,1387109,42.83,21.4,20.5,0.86,2,1.5,0,0,5085.8,2
5160,0.6913775739572008,1.0,0.7293012383514775,0.9480000000000001,294,104.05052172848465,834,1387365,43.29,25.1,19.2,0.87,2,1.0,0,0,5086.8,0
5161,0.6910301626157255,1.0,0.7289347706916935,0.9480000000000001,296,330.5604958707868,876,1387619,43.83,27.6,20.6,0.85,2,1.0,0,0,5087.8,0
5162,0.6907153416111108,1.0,0.7286026810243784,0.9480000000000001,240,186.56049587078678,830,1387905,44.81,29.4,19.3,0.84,2,1.0,0,0,5088.8,0
5163,0.6904207213981968,1.0,0.7282919002090683,0.9480000000000001,247,454.19272973692574,783,1388199,45.13,32.0,19.8,0.84,2,1.0,0,0,5089.8,0
5164,0.6902013956029035,1.0,0.7280605438849193,0.9480000000000001,247,305.99272973692575,734,1388495,45.94,33.5,18.7,0.83,2,1.0,0,0,5090.8,0
5165,0.6899496275346509,1.0,0.7277949657538512,0.9480000000000001,275,140.99272973692575,769,1388735,46.22,35.2,21.1,0.83,2,1.0,0,0,5091.8,0
5166,0.6897115065800996,1.0,0.7275437833123413,0.9480000000000001,221,561.383598170404,743,1388982,47.15,34.9,19.6,0.81,2,1.0,0,0,5092.8,0
5167,0.6894486065712115,1.0,0.7272664626278602,0.9480000000000001,254,408.983598170404,750,1389229,46.49,35.0,21.6,0.81,2,1.0,0,0,5093.8,0
5168,0.06872447814301383,0.4,0.1988555501823317,0.8639999999999999,21,396.38359817040396,496,1389504,46.96,33.8,20.1,0.8,3,1.0,0,1,5094.8,1
5169,0.0,0.0,0.0,0.85,0,396.38359817040396,275,1389725,46.61,32.2,19.4,0.8,4,1.0,0,1,5095.2,1
5170,0.0,0.0,0.0,0.85,0,396.38359817040396,21,1389979,47.49,30.5,20.1,0.8,4,1.0,0,1,5095.2,1
5171,0.0,0.0,0.0,0.85,0,396.38359817040396,0,1390000,47.36,27.9,21.0,0.81,4,1.0,0,1,5095.2,1
5172,0.0,0.0,0.0,0.85,0,396.38359817040396,0,1390000,47.37,24.9,20.9,0.82,4,1.0,0,1,5095.2,1
5173,0.0,0.0,0.0,0.85,0,396.38359817040396,0,1390000,47.74,22.4,21.2,0.84,4,1.0,0,1,5095.2,1
5174,0.0,0.0,0.0,0.85,0,1004.9944950954027,0,1390000,47.39,20.3,20.7,0.84,4,1.0,0,1,5095.2,1
5175,0.0,0.0,0.0,0.85,0,1004.9944950954027,0,1390000,46.79,18.5,21.2,0.83,4,1.0,0,1,5095.2,1
5176,0.06187895746379091,0.4,0.1819969337170321,0.85,23,991.1944950954028,23,1390000,47.09,15.8,21.8,0.84,4,1.5,0,1,5095.6,2
5177,0.061805385531881994,0.4,0.18178054568200586,0.85,23,977.3944950954028,46,1390000,46.9,15.8,22.0,0.83,2,1.5,0,1,5096.0,2
5178,0.061724926358323176,0.4,0.18154390105389168,0.85,22,964.1944950954028,68,1390000,47.52,15.5,24.2,0.82,2,1.5,0,1,5096.4,2
5179,0.06165370499680595,0.4,0.18133442646119396,0.85,25,949.1944950954028,70,1390023,46.74,15.5,22.3,0.81,2,1.5,0,1,5096.8,2
5180,0.06157208873958426,0.4,0.18109437864583605,0.85,19,937.7944950954028,66,1390046,46.67,16.7,23.6,0.81,2,1.5,0,1,5097.2,2
5181,0.06150286019568081,0.4,0.18089076528141415,0.85,24,923.3944950954028,68,1390068,45.77,16.8,23.6,0.81,2,1.5,0,1,5097.6,2
5182,0.06143556576660928,0.4,0.1806928404900273,0.85,23,909.5944950954029,66,1390093,45.44,19.4,23.8,0.82,2,1.5,0,1,5098.0,2
5183,0.0,0.0,0.0,0.85,0,909.5944950954029,47,1390112,45.9,21.7,23.0,0.79,2,1.5,0,1,5098.6,2
5184,0.0,0.0,0.0,0.85,0,909.5944950954029,23,1390136,45.24,24.7,24.6,0.81,2,1.0,0,1,5098.6,0
5185,0.0145845945244861,0.2,0.08579173249697705,0.85,4,907.1944950954029,4,1390159,44.36,27.2,25.8,0.81,2,1.0,0,1,5098.8,0
5186,0.014571588839781519,0.2,0.08571522846930305,0.85,5,904.1944950954029,9,1390159,43.46,30.6,25.8,0.8,2,1.0,0,1,5099.0,0
5187,0.014560292306751219,0.2,0.08564877827500718,0.85,5,901.1944950954029,14,1390159,44.27,31.9,26.7,0.81,2,1.0,0,1,5099.2,0
5188,0.06868075063040965,0.4,0.202002207736499,0.85,28,884.3944950954029,38,1390163,43.97,32.7,26.4,0.81,2,1.0,0,1,5099.6,0
5189,0.14695249183469763,0.6,0.28814214085234835,0.85,60,848.3944950954029,93,1390168,43.98,33.5,28.0,0.8,2,1.0,0,1,5100.2,0
5190,0.014530139134134906,0.2,0.0854714066713818,0.85,5,845.3944950954029,93,1390173,44.17,35.9,27.3,0.8,2,1.0,0,1,5100.8,0
5191,0.0,0.0,0.0,0.85,0,845.3944950954029,65,1390201,44.31,34.7,28.5,0.79,2,1.0,0,1,5101.0,0
5192,0.0,0.0,0.0,0.85,0,845.3944950954029,5,1390261,44.14,33.1,28.4,0.8,4,1.0,0,1,5101.4,1
5193,0.0,0.0,0.0,0.85,0,845.3944950954029,0,1390266,44.47,32.3,29.3,0.81,4,1.0,0,1,5101.4,1
5194,0.0,0.0,0.0,0.85,0,845.3944950954029,0,1390266,45.03,29.2,28.5,0.8,4,1.0,0,1,5101.4,1
5195,0.0,0.0,0.0,0.85,0,845.3944950954029,0,1390266,44.66,27.9,29.2,0.8,4,1.0,0,1,5101.4,1
5196,0.06663399265883048,0.4,0.1959823313495014,0.85,21,832.7944950954029,21,1390266,43.68,25.3,29.5,0.81,4,1.0,0,1,5101.8,1
5197,0.13490250503102075,0.6,0.2645147157470995,0.85,45,805.7944950954029,66,1390266,43.74,22.3,32.0,0.81,4,1.0,0,1,5102.4,1
5198,0.0,0.0,0.0,0.85,0,805.7944950954029,66,1390266,43.51,20.0,31.1,0.81,4,1.0,0,1,5104.8,1
5199,0.0,0.0,0.0,0.85,0,805.7944950954029,45,1390287,43.76,16.8,31.3,0.82,4,1.0,0,1,5104.8,1
5200,0.0,0.0,0.0,0.85,0,805.7944950954029,0,1390332,43.76,16.9,35.1,0.82,4,1.5,0,1,5104.8,2
5201,0.0,0.0,0.0,0.85,0,805.7944950954029,0,1390332,44.73,15.8,35.5,0.82,3,1.5,0,1,5104.8,2
5202,0.0,0.0,0.0,0.85,0,805.7944950954029,0,1390332,44.5,15.6,35.7,0.82,2,1.5,0,1,5104.8,2
5203,0.0,0.0,0.0,0.85,0,805.7944950954029,0,1390332,44.23,15.3,37.4,0.83,2,1.5,0,1,5104.8,2
5204,0.012838100395998047,0.2,0.07551823762351792,0.85,4,803.3944950954029,4,1390332,43.27,16.4,38.2,0.83,2,1.5,0,1,5105.0,2
5205,0.012817713926062057,0.2,0.07539831721212974,0.85,5,800.3944950954029,9,1390332,43.23,17.9,38.9,0.83,2,1.5,0,1,5105.2,2
5206,0.13100753519378322,0.6,0.2568775199878103,0.85,56,766.7944950954029,65,1390332,42.8,19.9,40.0,0.84,2,1.5,0,1,5105.8,2
5207,0.13086985089750786,0.6,0.25660755077942715,0.85,43,740.994495095403,104,1390336,42.65,22.6,41.2,0.83,2,1.5,0,1,5106.4,2
5208,0.13073757878402903,0.6,0.2563481936941746,0.85,44,714.594495095403,143,1390341,42.0,24.5,39.4,0.82,2,1.0,0,1,5107.0,0
5209,0.1306142977644372,0.6,0.25610646620477884,0.85,46,686.994495095403,133,1390397,42.83,26.3,41.1,0.82,2,1.0,0,1,5107.6,0
5210,0.13051455164134157,0.6,0.25591088557125796,0.85,51,656.3944950954029,141,1390440,43.19,30.7,41.0,0.84,2,1.0,0,1,5108.2,0
5211,0.13042381625862734,0.6,0.2557329730561321,0.85,45,629.3944950954029,142,1390484,43.82,31.6,41.6,0.85,2,1.0,0,1,5108.8,0
5212,0.38019702134985117,1.0,0.4472906133527661,0.85,129,551.994495095403,225,1390530,43.33,33.2,43.3,0.84,2,1.0,0,0,5109.8,0
5213,0.37998570282213145,1.0,0.44704200332015465,0.85,141,467.39449509540293,315,1390581,43.32,34.6,44.3,0.85,2,1.0,0,0,5110.8,0
5214,0.3797602945647224,1.0,0.44677681713496753,0.85,137,385.19449509540294,407,1390626,43.02,35.7,44.9,0.85,2,1.0,0,0,5111.8,0
5215,0.3795401120266649,1.0,0.44651777885489985,0.85,159,289.79449509540297,437,1390755,43.91,34.1,45.8,0.86,2,1.0,0,0,5112.8,0
5216,0.3793140936837997,1.0,0.4462518749221173,0.85,146,202.19449509540297,442,1390896,44.68,33.4,45.3,0.85,4,1.0,0,0,5113.8,1
5217,0.37908367768257273,1.0,0.445980797273615,0.85,131,123.59449509540298,436,1391033,45.46,31.8,46.5,0.85,4,1.0,0,0,5114.8,1
5218,0.378834825715791,1.0,0.4456880302538718,0.85,126,503.9312725515581,403,1391192,44.55,29.0,45.9,0.84,4,1.0,0,0,5115.8,1
5219,0.37855408905733406,1.0,0.44535775183215776,0.85,157,409.7312725515581,414,1391338,45.55,27.3,47.7,0.87,4,1.0,0,0,5116.8,1
